file,search_result
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, وذكر هناك نصوصا كثيرآ تحكي عن جريان السيرة على التبرك بالقبر الشريف فمن أراد فليرجع إلى الجزء الخامس
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, قال كان من سيرة علي أن لايقتل مدبرا ولايذفف على جريح ولايكشف سترا ولايأخذ
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, يقول الطبري بعث معاوية المغيرة بن شعبة واليا على الكوفة فأحب العافية وأحسن في الناس السيرة ولم يفتش أهل الأهواء عن أهوائهم وكان يؤتى فيقال له
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, ذكر في دراسات المتقدمين من أعلام التاريخ وكتاب السيرة وعلماء المسلمين وسيوافيك الكلام في استخلاف الصحابة بعضهم لبعض ولو
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, يقول أبو الفرج كانت سيرة الأمين في أمر آل أبي طالب خلاف من تقدم لتشاغله
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, وقال نسير فيكم بكل سيرة أحببتموها ثم نزل لمس المختار ما تتبناه الأكثرية الساحقة من
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, قال فلاحظ من سيرة المهدي عليه السلام انه بعد أن خرج من سجن صنعاء
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, وذكر أحمد بن محمد بن عبد الله الفرغاني في سيرة القائد جوهر أنه توفي في ليلة الجمعة سلخ جمادى الآخرة
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, قال بأبي أنت وأمي اذكرنا عند ربك واجعلنا من همك نقلا عن مجالس المفيد السيرة الحلبية ج ص سورة الأعراف الآية سورة يونس الآية مجموعة
1450JacfarSubhani.BuhuthFiMilalWaNihal.Rafed0000040Vols-ara1, ويقول بأبيه وامه له ____________ السيرة النبوية ابن هشام الطبقات الكبرى / البخاري الصحيح كتاب العلم / وح
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وقال بأن هناك من دس في السيرة النبوية عن عداوة أو جهل بعض الاكاذيب ولكنه مع ذلك
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, يقول الطبري وغيره من مؤرخي السيرة ان النبي صلى الله عليه وآله وسلم لما سمع نداء
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال عامة المؤرخين وكتاب السيرة بالاتفاق إن قريشا أصابتهم أزمة شديدة قبل بعثة النبي وكان
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر مطلقا لمسألة انقطاع الوحي بل لم ترد به إشارة أيضا إنما نلاحظها في كتب السيرة والتفسير فقط ويختلف كتاب السيرة والمؤرخون في علة انقطاع الوحي
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر المنازل التي مرا بها في السيرة النبوية لابن هشام وفي الهوامش المثبتة على التاريخ الكامل لابن
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وقال لهم تآخوا في الله أخوين أخوين وقد ذكرت المصادر التاريخية الاسلامية مثل السيرة النبوية لابن هشام اسماء كل متآخيين من المهاجرين والأنصار وبهذا
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال تلك الجملة يفتح الله على يديه يقول الحلبي كاتب السيرة المعروف قيل القاتل له اي لمرحب علي كرم الله وجهه
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال هذا وواصل سيره باتجاه مكة ولكن أبا سفيان عمد لمعرفة ما إذا كان
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, يذكر صاحب السيرة اولئك الأشخاص في بيتين آخرين يعتقد البعض أن هذا ليس
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال سبحانه ومبشرا برسول من بعدي اسمه أحمد السيرة الحلبية ج ص و ديوان أبي طالب عليهالسلام مثل قوله
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وذكر أن الإسلام أمضى الكثير من سننه في حوادث السنة العاشرة السيرة النبوية ج ص وامهما هي فاطمة المخزومية لقد كتب اليعقوبي
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, يقول قد غشينا العدو السيرة الدحلانية بهامش السيرة الحلبية ج ص فصلت ادرج ابن هشام في سيرته ج
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر الطبري في تاريخه ج ص قصة صدع رأس أبي بكر بالتفصيل فراجع السيرة النبوية ج ص السيرة النبوية ج ص و الحجر الكامل
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال سبحانه سيهزم الجمع ويولون الدبر القمر نهج البلاغة قسم الخطب الرقم ____________ السيرة النبوية ج ص عبس مجمع البيان ج ص وقد شرح
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وقال صاحب المواهب الدنية المراد في هذه الابيات عثمان بن مظعون راجع هامش سيرة ابن هشام أيضا تاريخ الخميس ج ص السيرة الحلبية ج
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ويقول ابن هشام في السيرة النبوية ان القبلة صرفت عن الشام إلى الكعبة في رجب
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, قال لم تبق دار بمكة إلا فيها نوح البكر الفتى من الابل السيرة النبوية ج ص السيرة الحلبية ج ص السيرة النبوية ج
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر المجلسي قصة مصرع هؤلاء في البحار ج ص السيرة النبوية ج ص تاريخ الطبري ج ص هو عبد الله
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, يذكر في سيرته سعد بن معاذ ولكنه روى جدال اسيد مع سعد بن عبادة راجع السيرة النبوية ج ص وهكذا فعل ابن الاثير في الكامل في
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر القصة كاملة واتى باسم سعد بن معاذ راجع ج ص السيرة النبوية ج ص السيرة النبوية ج ص ولعله فطن ابن هشام لهذه الناحية فترك
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وقال ابن هشام فادركوها بالخليقة ج ص السيرة النبوية ج ص وذكر مؤلف الامتاع شخصين فقط هما الامام
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر الواقدي هذه القصة باختلاف يسير ونسبها الى عبد الله بن خيثمة السيرة النبوية ج ص و السيرة الحلبية ج ص و السيرة
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, وتذكر التفاسير كيفية توبتهم وإنابتهم على وجه التفصيل فليراجعها من يريده السيرة الحلبية ج ص بحار الأنوار ج ص وهذا النوع من
1450JacfarSubhani.SayyidMursalin.Rafed0000185Vols-ara1, ذكر الواقدي انهم كانوا ثلاثمائة المغازي ج ص فروع الكافي ج ص الارشاد ص السيرة النبوية ج ص وراجع للوقوف على المصادر العديدة لهذه القضية
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وقال لي الله الله بصاحبك فاحفظه وأكرمه بجهدك ومره بحسن السيرة في أمره فإنه شاب ولا آمن نبوته وخلا بعلي بن
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر ابن حزم في الأحكام وفي جوامع السيرة سبعة من الصحابة هؤلاء وعليا وابن عباس وعائشة وقال يمكن
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر اسماء جميع فقهائهم في جوامع السيرة فبلغوا فقيه وقد قال ابن حزم وقد روى عن فقهاء
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر ابن هشام طرفا منها في السيرة وهي مذكورة في كتب السير والأدب فلما فتحت مكة هرب
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال نصيب من الناس إذ أحببت بينهم وحدي كأني سننت الحب أول عاشق ومن معانيها السيرة حسنة كانت أم سيئة قال خالد بن عتبة الهذلي فأول
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر الدواوين فقط قال بعض المؤرخين إنه كان حسن السيرة مكرما للقادمين عليه جمع من الكتب ما لا يحد ولا
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال إن إحياء الأساطير في هامش السيرة خطر على السيرة نفسها لأنه بعيد إليها ما حررها منه علماء المسلمين وحرصوا
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر ابن هشام في السيرة قال حدث عبد الله بن أبي بكر قال حدثت عن
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر علماء السيرة أنه سير صلوات الله عليه ستين سرية وقاد بنفسه الشريفة
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول الدكتور اسبر نكر أحد علماء الألمان البارزين فيما نقل عنه العلامة المحدث المباركفوري في سيرة البخاري قال إن علم أسماء الرجال اختصت به هذه الأمة
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, تذكر كتب السيرة والتاريخ أن العداوة كانت مستمرة بين قبيلتي خزاعة وبني بكر
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول مثلى ومنهاجا سلما نيرا ورجعت للتاريخ أنظر سيره رجلا يؤثر دون أن يتأثرا وبلوت أخبار الرجال فلم أجد
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يذكر بكثير عمل ولا زهد ولكن تجدد له لما استخلف وقلبه الله فصار بعد حسن السيرة والقيام بالقسط مع جده لأمه عمر وفي الزهد مع الحسن
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ويقول أهل اللغة السنة السيرة حسنة كانت أو قبيحة السنة في لسان علماء الشريعة يختلف
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, – وقال الشيخ ابن محمود في ص ففكرة المهدي وسيرته وصفته لا تتفق مع سيرة رسول الله صلى الله عليه وسلم وسنته بحال فقد أثبتت
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال حنبلي هذه هي السيرة العطرة للإمام أحمد بن حنبل أحد الأئمة الأربعة رضوان الله
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول في منهجه لعرض السيرة النبوية وتارك بعض ما ذكره ابن إسحاق في هذا الكتاب
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر الله تعالى وقراءة السيرة النبوية وسير الصحابة الأجلاء والسلف الصالح ولابد من متابعته حتى
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر مؤرخو السيرة أن الرسول صلى الله عليه وسلم خرج في ألف من
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يذكر ابن هشام أنه كان قد اعتم بعمامة من كرابيس من قطن سوداء انظر السيرة النبوية ج ص مؤتة قرية من قرى البلقاء من أرض
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر أنهم كانوا سبعة نفر من جن نصيبين قاعدة ديار ربيعة انظر ابن هشام السيرة النبوية جص المقريزي إمتاع الأسماع بما للرسول من الأنباء والأموال
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر ابن إسحاق من أن خالد إنما حاش بالقوم حتى تخلصوا من الروم ابن هشام السيرة ج ص أما موسى بن عقبة والواقدي فصرحا بأنه هزم
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر أسماء خمسمائة منهم مؤلف الحياة بعد المماة في سيرة الإمام المجدد وقال إن هذا الفهرس مختصر جدا لأن عدد
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يذكر أنه ألف هذه القصيدة في سيرة أبي العباس المعتضد ويعرض لحال الخلافة قبله والفوضى السياسية والاجتماعية
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, تذكر له السيرة أي صلة ببلال الذي كان في رق أمية بن خلف
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يذكر المستشرق محمدا مجردا وقد أوردت أمام اسم الرسول الصلاة عليه ابن هشام السيرة النبوية تحقيق مصطفى السقا وآخرين ج ص السهيلي المصدر السابق
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال الهروي وغيره مات في جمادى الآخرة سنة ه من آثاره التاريخ يتضمن سيرة النبي صلى الله عليه وسلم وتاريخ الخلفاء الراشدين الأحاديث والحكايات
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول ابن القيم رحمه الله تعالى لما كان صلاح القلب واستقامته على طريق سيره إلى الله تعالى متوقفا على جمعيته على الله ولم شعثه
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول أحد أحد وفي السيرة لابن هشام وكان أمية بن خلف يخرجه يعني بلالا إذا
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, / وقال وله إسناد صحيح وانظر في الاستيعاب /_ والحلية لأبي نعيم / / السيرة لا بن هشام / الطبقات لا بن سعد / قال أخبرنا إسماعيل
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال حدثت أن عتبة بن ربيعة وساق القصة السيرة لابن هشام /_ ولها شاهد من حديث جابر أخرجه عبد
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر حبيب في الأصل تصحفها السيرة النبوية / الاستيعاب مع الإصابة / في الأصل وهل في الأصل حين
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر الحافظ ابن كثير في الفصول اختصار سيرة الرسول فقال وقد أفرد العلماء في هذا الفصل مصنفات في
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر الفيروز آبادي قولا لم أجد من قال به سواه وهو أن المراد بأسرى بعبده سيره أي سيره ليلا ومع كثرة القائلين بالأول إلا أننا نجد
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول ابن قاضي شهبه في ترجمة عز الدين بن جماعة وله السيرة الكبرى والسيرة الصغرىقلت وأنا أوافق الدكتور فؤاد فيما ذهب إليه
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وقال التاريخ في سيرة الملك عبد العزيز اعتاد أن يستيقظ قبل الفجر بنحو ساعة
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول في دعائه اللهم استر عوراتي وآمن روعاتي والمتأمل بعد ذلك في سيرة النبي صلى الله عليه وسلم وما قام به من أعمال
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, يقول {ادعوني أستجب لكم} ومن عرف سيرة الملك عبد العزيز وخاصة برنامجه اليومي علم أنه لا يطيق
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, قال في مجمع الزوائد / إسناده حسن الأحيدب من حياة الملك عبد العزيز ص الوجيز في سيرة الملك عبد العزيز ص المنهج القويم في الفكر والعمل ص
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وقال رحمه الله في الفصول في سيرة الرسول صلى الله عليه وسلم ورأى النبي صلى الله عليه
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وقال ابن منظور الطريقة السيرة والحال المطلب الثاني معنى التخريج لغة الخروج مقابل الدخول وهو
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, وذكر أنه سار في القضاء سيرة حسنة مؤلفاته حفل عصر العلامة البلقيني بأفذاذ من العلماء الذين
1450JamicaIslamiyya.MajallaJIMN.Shamela0004473-ara1, ذكر فيه سيرة والده وحياته العلمية ترجمة الجلال البلقيني أفرد فيه ترجمة لأخيه
1450KhalidRibat.JamicIbnHanbalAdabWaZuhd.Sham19Y0020882-ara1, قال ابعث إليه فقل له أني قد صرفت عن الدخول وتنور في البيت سيرة الإمام أحمد رواية ابنه صالح ص قال ابن هانئ سمعت
1450KhalidRibat.JamicIbnHanbalAdabWaZuhd.Sham19Y0020882-ara1, يقول وما على رجل ألا يعذب الله تعالى بسببه أحدا سيرة الإمام برواية ابنه صالح قال عبد الله قال أبي حدثنا
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال الإيمان قول وعمل ¬ سيرة الإمام أحمد لصالح ص قال صالح حدثني أبي قال حدثنا
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال ليس الإيمان بالتمني ولكن الإيمان قول يعقل وعمل يفعل ¬ سيرة الإمام لصالح ص قال صالح حدثني أبي قال حدثني ابن
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال الإيمان قول وعمل ¬ وروي أن ابن جريج قال الإيمان قول وعمل سيرة الإمام ص قال صالح حدثني أبي قال حدثنا ابن شماس
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال صالح حدثني أبي قال سمعت يحيى بن سعيد يقول الإيمان قول وعمل ¬ سيرة الإمام ص قال صالح حدثني أبي قال حدثنا أبو سلمة
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, ¬ قال صالح قال أبي وسمعت وكيعا يقول سمعت سفيان يقول الإيمان يزيد وينقص ¬ سيرة الإمام لصالح ص مسائل صالح قال صالح قال أبي الإيمان
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال الرجل يا رسول الله إنه مؤمن فقال النبي مسلم سيرة الإمام لصالح ص قال صالح حدثني أبي قال حدثنا عبد
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, ¬ وقال الزهري فترى أن الإسلام الكلمة والإيمان العمل ¬ سيرة الإمام لصالح ص قال صالح حدثنا أبي قال حدثنا معاوية
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال فأنكر ذلك وكره مسألتي عنه سيرة الإمام لصالح ص قال عبد الله حدثني أبي نا مؤمل
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال قال عقبة بن عامر الجهني إن الرجل ليتفصل الإيمان كما يتفصل ثوب المرأة ¬ السيرة / باب فضل التوحيد والخوف من الشر قال حرب حدثنا أحمد
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, يقول أحمد موقنين أنه ربهم سيرة الإمام أحمد لابنه صالح ص قال أبو داود سمعت أحمد
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, وقال من قال إن الله لا يرى فهو كافر سيرة أبي داود قال أبو داود سمعت أحمد وقيل له في
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, يقول القرآن مخلوق وقال ويوجع ضربا ويحبس حتى يتوب سيرة الإمام أحمد لصالح ص وقال قال أبي بلغني أن إسماعيل
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال فجعل إسماعيل يقول له جعلني الله فداك يا أمير المؤمنين زلة من عالم سيرة الإمام أحمد لصالح ص وقال قال أبي أسماع الله في
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال أبي وقد رأيت معبدا وبلغني أنه كان يفتي برأي ابن أبي ليلى ¬ سيرة الإمام أحمد لصالح ص قال أبو داود سمعت أحمد وذكر
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, يقول وما على رجل ألا يعذب الله بسببه أحدا سيرة الإمام أحمد لصالح ص قال ابن بطة وأخبرني أبو عمرو
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال يأمره فإن ترك كلامه كلمه وإن لم يترك كلامه فلا تكلمه سيرة الإمام أحمد لصالح ص قال أبو داود ورأيت أحمد سلم
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال ليس بخالق ولا مخلوق قال فسكت سيرة الإمام أحمد لابنه صالح ص قال حنبل سمعت أبا عبد
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال القرآن مخلوق فإن صلى رجل عاد سيرة الإمام أحمد لصالح ص قال أبو داود قلت لأحمد الجمعة
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال لا يجيب ولا كراهة يأخذ كفا من تراب يضرب به وجهه سيرة الإمام أحمد ص قال عبد الله سمعت أبي رحمه الله
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال إن الله لا يعلم ما يعمل العباد حتى يعملوا قال لا يصلى خلفه سيرة الإمام لصالح ص قال عبد الله بن أحمد حدثني أبي
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, قال هذا أهل أن يبدع أصحاب النبي صلى الله عليه وسلم قدموا عثمان سيرة الإمام أحمد ص قال أبو داود سمعت أحمد قال له
1450KhalidRibat.JamicIbnHanbalCaqida.Sham19Y0020879-ara1, / قال البوصيري في مصباح الزجاجة / هذا إسناد صحيح وقال الألباني في صحيح السيرة النبوية ص أخرجه ابن سعد وابن ماجه بسند صحيح ¬ رواه
1450KhalidRibat.JamicIbnHanbalFiqh.Sham19Y0020878-ara1, يقول الأنبياء كانوا آباء بنات ويقول قد جاء في البنات ما قد علمت سيرة الإمام ص وقال يعقوب بن بختان ولد لي سبع بنات
1450KhalidRibat.JamicIbnHanbalFiqh.Sham19Y0020878-ara1, يقول وما على رجل ألا يعذب الله تعالى بسببه أحدا سيرة الإمام رواية ابنه صالح قال صالح قال أبي فلما كانت
1450KhalidRibat.JamicIbnHanbalRijal.Sham19Y0020881-ara1, قال صالح سمعت أبي يقول وخرجت إلى سفيان بن عيينة في سنة سبع وثمانين سيرة الإمام أحمد ص قال صالح حدثنا أبي قال حدثنا عفان
1450KhalidRibat.JamicIbnHanbalRijal.Sham19Y0020881-ara1, ذكر ابن هشام في السيرة / عن ابن إسحاق أنه شهد بدرا وروى أبو داود وسعيد
1450LajnaDaima.Fatawa.Shamela0008381-ara1, ذكر فإن الواجب على أختك أن تخبر والدها بجميع سيرة زوجها من أجل أن يعمل على تخليصها منه لأن تخليصها
1450LajnaDaima.Fatawa.Shamela0008381-ara1, ذكر في السيرة أنه لا يستقيم للإنسان إسلام ولو وحد الله وترك الشرك
1450LubnaCimadTurki.HindMaBacdGhandi.Hindawi053617036-ara1, ذكر الأمريكي مدون سيرة جناح أن الشاحنات والبنزين والسائقين لم يكونوا من عتاد القبائل
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, يقول من أهان سلطان الله في الأرض أهانه الله أورده الذهبي في سيره وقال عقبه أبو بلال هذا هو مرداس ابن أدية خارجي
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال عمر فتتولونهما على اختلاف سيرتهما قالوا نعم قال عمر فهؤلاء الذين اختلفوا بينهم في السيرة والأحكام ولم يتبرأ بعضهم من بعض على اختلاف سيرتهم ووسعهم
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره نظر في الكلام فغلب عليه وانسلخ من الورع والتقوى وجرد
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره كان عاصم رحمه الله ممن ذب عن الدين في المحنة
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال عنه الذهبي في سيره وامتنع من القول بخلق القرآن وكفر الجهمية وقال أيضا في
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره قال عبدان الأهوازي أنكر علينا أبو بكر بن أبي شيبة
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره وقيل لما وقعت فتنة المعتز والمستعين كان على همذان الأميران
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره ولما وقعت المحنة في اللفظ سكت الجرجاني فخرج عليه أصحاب
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال عنه الذهبي في سيره وكان صاحب سنة دعا له الإمام لما بلغه أن ختنه
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره ولعبد الله كتاب الرد على الجهمية وقال وامتنع من الأخذ
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال البلخي لم يكن في نظراء ابن الراوندي مثله في المعقول وكان أول أمره حسن السيرة كثير الحياء ثم انسلخ من ذلك لأسباب وكان علمه فوق
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره عبيد الله أبو محمد أول من قام من الخلفاء الخوارج
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره العلامة المارق قاضي الدولة العبيدية أبو حنيفة النعمان بن محمد
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره وصنف كتابا في الأصول ذكر فيه فضل الصحابة وإكفار من
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره وكان في هذا الحين المتكلم البارع هشام بن الحكم الكوفي
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, وقال كان البيهقي على سيرة العلماء قانعا باليسير متجملا في زهده وورعه قال أبو المعالي
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, وقال صاحب المغرب عن سيرة ملك المغرب إن أبا بكر بن عمر كان رجلا ساذجا
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال ابن كثير وكان من خيار الملوك وأجودهم سيرة وأصحهم سريرة أزال الرفض عن أهل الشام وأبطل الأذان بحي
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال واعلم أنك متى تدبرت سيرة الصحابة ومن بعدهم من السلف الصالح وجدتهم ينهون عن جدال
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال ابن الأثير وكان حسن السيرة خيرا عادلا يميل إلى أهل الدين والعلم ويكرمهم ويصدر عن
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي في سيره وهو أزيد من أربع مئة مجلد حشد فيه كل ما
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال ابن النجار تميز وصنف في الأصلين والخلاف والمذهب وكان دينا ثقة حميد السيرة قال ابن الجوزي كان يبيت في داره بباب المراتب وحده
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, وقال قال أهل اللغة السنة السيرة والطريقة فقولهم فلان على السنة ومن أهل السنة أي هو
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, وقال عنه ابن كثير كان من خيار الوزراء وأحسنهم سيرة وأبعدهم عن الظلم ومن شعره رحمه الله تمسك بتقوى الله
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال ابن رجب كان صالحا متدينا صدوقا أمينا حسن الطريقة جميل السيرة حميد الأخلاق مجتهدا في اتباع السنة والآثار منظورا إليه بعين
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال عنه ابن النجار كان متدينا حميد السيرة وقال أبو شامة كان كبير القدر توفي سنة تسع وتسعين
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, ذكر بعضها له من الآثار السلفية فضائل الصحابة ذكره الذهبي في سيره وذكره ابن رجب في ذيل الطبقات قال وأظنه منهاج القاصدين
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, قال الذهبي وله اليد البيضاء في جهاد التتار وكان محببا إلى الرعية حسن السيرة ناصحا للإسلام وأهله بويع في ذي القعدة سنة سبع وخمسين
1450Maghrawi.MawsucatMawaqifSalaf.Shamela0037325-ara1, وقال رحمه الله فهذا ما تيسر من سيرة العشرة وهم أفضل قريش وأفضل السابقين المهاجرين وأفضل البدريين وأفضل
